Clase [K];rpm;temp;acel
5;2137.425916;254.6467626;42.22759883
5;2157.009648;256.5968638;41.98323995
5;2141.998405;255.0582602;42.54023061
5;2125.177347;256.0550528;41.55207504
5;2133.118126;254.5746413;42.94787745
5;2126.222494;251.3875738;41.45927269
5;2131.962617;258.9187342;42.5687316
5;2123.6457;259.7229871;41.25038298
5;2147.704201;253.7350722;41.4466327
5;2135.436303;251.0808116;41.80674815
5;2124.125455;260.843921;41.49079051
5;2154.465791;258.7490928;42.43779766
5;2113.833299;255.0439919;41.8245935
5;2131.167253;252.0319822;42.99545452
5;2131.10947;259.8728724;42.64845286
5;2137.273774;256.1705585;42.08541574
5;2144.421174;251.7634162;42.34344008
5;2152.374677;251.6508079;41.19382147
5;2115.205828;254.5585323;42.17208
5;2128.961136;254.5762516;42.47976945
5;2148.665195;260.9235372;41.5921796
5;2135.496959;253.2074109;42.61960175
5;2105.686508;256.872233;41.54960409
5;2113.439899;259.2824393;41.44096049
5;2145.764813;254.5469979;42.71274157
5;2159.387644;259.0237268;41.89986311
5;2125.332041;257.4143975;42.35525801
5;2157.849244;252.9067769;41.54126997
5;2146.945098;257.0901491;42.61424768
5;2151.757277;256.4324638;42.47511045
5;2125.955723;258.058871;42.98505126
5;2124.183829;253.7590307;42.28231568
5;2156.62552;253.4552451;42.91352713
5;2149.013946;250.5795138;41.21567195
5;2148.235053;259.0205434;41.00382687
5;2129.134452;250.7055352;41.01507615
5;2145.832703;251.8468226;42.43709361
5;2127.834461;251.9761711;42.81763807
5;2142.577008;251.7293598;42.5321165
5;2145.147045;257.5172972;42.78659032
5;2150.61139;253.3999446;41.25587436
5;2127.864762;252.0856684;42.92212291
5;2148.716424;256.476106;41.26947931
5;2152.135093;253.7113451;42.72499683
5;2145.747535;256.5700206;41.87840716
5;2146.050007;251.8443624;42.39186425
5;2130.529922;252.1908297;41.88899099
5;2138.869976;253.3938859;41.11614903
5;2156.867646;254.0584769;41.52234426
5;2118.07649;256.016081;41.36893985
5;2129.331181;250.4106773;41.04260136
5;2145.89976;258.9176286;42.97660171
5;2146.713678;251.5485423;42.38269272
5;2131.907712;253.3010544;41.95374902
5;2112.589704;256.0998949;42.84694575
5;2120.950287;259.1440696;42.20526181
5;2159.53231;260.7520272;41.76727015
5;2139.860502;252.3796047;42.11210229
5;2149.907704;258.6179899;42.99634225
5;2126.72;256.3337777;42.62786012
5;2149.377504;251.3482586;42.30915916
5;2140.454655;259.3551761;42.91707602
5;2122.128202;259.0331179;41.49075128
5;2134.237109;255.2517658;41.58366411
5;2134.621804;254.5140517;42.09708262
5;2121.421233;252.5198111;42.12074007
5;2117.970255;257.3227998;41.59672503
5;2131.462338;258.1567503;42.52743458
5;2122.153539;256.3465866;41.65755587
5;2122.984561;251.4637189;42.65758742
5;2144.869248;255.9436091;41.4002646
5;2118.532711;253.842961;41.71131001
5;2150.591227;260.7715322;41.56536529
5;2118.476964;255.4085182;41.95344868
5;2125.800538;253.2059305;41.7291916
5;2149.781193;253.669546;41.42678612
5;2138.419299;257.8568958;41.91762287
5;2119.108593;251.6371768;42.73357084
5;2125.637992;259.0980274;41.07099485
5;2117.357053;254.7836871;41.63840697
5;2128.171195;256.2607596;42.6045061
5;2132.506733;259.7115884;42.76057719
5;2157.18744;253.0810052;41.50520177
5;2133.116964;259.338238;41.86641826
5;2122.418404;256.9815133;41.66678394
5;2110.750645;252.6660943;42.60573203
5;2129.072068;252.0231542;41.28599355
5;2123.017415;259.7360856;41.93343044
5;2115.155434;251.3948537;41.23059286
5;2116.751145;254.8577197;42.85976397
5;2123.606237;252.6084425;42.53507769
5;2120.757675;253.1968826;42.66675486
5;2141.047056;256.1788785;42.5942328
5;2112.467439;253.6946645;41.40348774
5;2128.620351;257.1067509;42.53601338
5;2136.006001;251.4776579;41.77357278
5;2130.657822;258.4361164;41.46619306
5;2135.630416;251.702961;42.44934772
5;2132.028916;256.8645907;42.00655981
5;2123.348351;255.9488669;41.2044896
5;2148.900916;255.6424714;42.43377986
5;2149.583075;253.1438168;41.12081722
5;2135.816146;254.8949847;41.19550213
5;2124.294368;256.4246527;41.59958224
5;2150.720887;255.9515029;42.33275711
5;2148.39468;259.4839734;42.03896893
5;2129.654469;257.5733562;41.37561244
5;2110.740954;259.9130166;42.27140175
5;2149.230522;258.6289719;42.35206682
5;2142.770965;255.2825882;41.29936673
5;2148.338743;257.8240498;41.15817758
5;2124.416909;259.3254572;41.04064782
5;2126.750758;256.9956818;41.979183
5;2124.271684;254.9879884;42.61354239
5;2140.258063;259.8186477;41.05172873
5;2129.135566;252.2149821;42.16823326
5;2129.019488;259.8120012;42.42149
5;2127.522344;256.576317;42.36977538
5;2106.991043;257.2975759;41.90872752
5;2129.562606;255.4682554;42.58047032
5;2120.156878;257.2233199;42.74723719
5;2105.446159;260.7558371;41.44475633
5;2111.154859;258.1306048;42.60955323
5;2121.991677;252.78997;42.3705944
5;2132.737979;258.0103958;42.50145392
5;2126.47288;255.0684186;41.8900656
5;2124.945137;259.0911874;41.30069738
5;2140.041842;251.86142;42.20192089
5;2137.881364;259.0881883;41.03353232
5;2141.771842;254.7853968;41.41096978
5;2137.147286;251.3305372;42.0791824
5;2121.66804;259.8175487;41.77113132
5;2122.976268;260.6615912;42.66090286
5;2147.675964;255.6626134;42.82795555
5;2124.842462;260.439129;41.56976958
5;2121.86684;259.0920107;42.44974122
5;2146.201799;251.1498192;41.16861862
5;2136.618993;256.3680312;41.09621087
5;2130.577794;253.224402;41.50562102
5;2140.217079;252.2345546;41.9442618
5;2115.087907;255.4674829;41.99506779
5;2126.628179;254.9780766;42.02207427
5;2150.283854;256.9222909;41.79765439
5;2134.396659;258.8947601;42.97321738
5;2154.714496;255.0239486;41.84427116
5;2144.747054;255.6300544;42.12386247
5;2144.304497;253.1956189;42.28357904
5;2141.464802;259.2906184;42.50026484
5;2131.045341;259.6218192;42.66292762
5;2137.027171;254.7185248;41.19331626
5;2132.302443;259.5035246;41.09711391
5;2133.06291;260.0422063;42.90828556
5;2149.267262;251.6938368;42.68669228
5;2119.916657;254.3046447;42.25664995
5;2117.314781;253.2806661;41.00948416
5;2143.005855;255.3468021;42.99471729
5;2131.06951;258.5652346;42.20548371
5;2144.512349;253.0641185;42.45522215
5;2115.613961;256.1271007;42.16814221
5;2134.829795;254.049556;42.93499068
5;2141.086394;257.0472517;41.96766277
5;2113.585676;253.5828679;41.02017436
5;2121.933254;253.0606495;42.4696984
5;2148.99008;258.598005;41.23143785
5;2131.992515;260.4470685;42.19648551
5;2147.341878;254.8536459;41.12351713
5;2128.579239;260.4376011;41.03264025
5;2151.761558;256.0751429;41.29834259
5;2116.327604;260.634901;42.40265806
5;2131.12142;260.5056571;41.63717837
5;2136.607106;252.4956127;41.22045087
5;2153.076824;258.859776;42.99985419
5;2148.719387;252.6974567;41.62943958
5;2143.057159;251.8774219;42.40195843
5;2146.29769;256.9278294;42.44139012
5;2121.457854;257.9029518;41.51537142
5;2150.501425;257.6039524;41.851499
5;2116.306526;257.6198132;42.9819108
5;2131.914879;259.4402469;41.40592734
5;2136.068075;256.330279;42.94080415
5;2115.306164;255.0588105;42.70418718
5;2142.193665;255.2701911;41.25094622
5;2158.889647;254.4098628;41.4079012
5;2122.752036;259.3780147;42.602442
5;2113.939029;258.4222395;42.25450133
5;2150.661319;259.2387593;42.29881478
5;2116.02327;257.4904329;42.49624047
5;2119.541799;259.3324388;42.58719985
5;2113.500684;257.6141057;42.14633387
5;2143.422747;256.7805367;42.15274781
5;2128.697837;252.0053338;42.74958344
5;2131.25036;254.0602804;42.79964453
5;2111.78677;259.226672;41.52533906
5;2137.274687;253.9809079;41.97175462
5;2134.518248;260.3266189;42.85575921
5;2116.974064;259.3755795;42.3241904
5;2152.853538;252.3095011;41.9849538
5;2117.740649;254.9491694;41.12917485
5;2112.762466;256.9336895;41.57789913
5;2115.500874;258.5046729;41.05309538
5;2145.645462;259.4119883;41.25109059
5;2115.48231;254.8745232;42.42024594
5;2109.015072;257.2101518;41.65745337
5;2114.226514;251.9484156;42.70724465
5;2145.605073;258.0299214;41.23743332
5;2103.275785;257.984505;42.60973935
5;2137.459358;260.7945074;41.05620239
5;2132.803051;260.3028622;41.3112084
5;2111.2699;251.749071;41.7121113
5;2137.362463;251.7663701;41.86957808
5;2119.983315;253.436692;42.96202235
5;2147.65621;253.7527512;42.26778638
5;2128.894598;255.6601818;42.31361944
5;2113.174556;253.3043026;41.36287684
5;2117.190683;251.4237595;41.66316052
5;2129.934025;253.4277646;42.59821173
5;2126.094531;252.0606242;41.35647348
5;2133.281398;258.5025382;42.65378244
5;2122.655857;258.1262358;41.06316224
5;2126.854933;255.5006907;42.17416654
5;2147.648601;255.6387432;41.66300655
5;2146.825763;256.5452472;42.36757797
5;2135.72451;254.7784431;42.98382685
5;2117.143424;255.3937229;42.67060189
5;2124.649245;257.2620064;42.05514991
5;2117.688278;254.1173996;41.1074755
5;2139.400184;258.8839551;42.34539232
5;2114.894895;253.3254401;42.62072082
5;2117.20728;256.7014585;41.89685199
5;2133.249612;258.4905653;41.78537787
5;2118.650559;257.2838728;41.40305794
5;2135.412732;251.5575298;41.99099088
5;2126.776018;259.7410284;42.24993685
5;2146.54285;259.9596965;42.72654994
5;2123.262211;251.8436634;41.65283284
5;2145.609973;252.859513;42.92772518
5;2138.76081;256.155678;41.05453672
5;2156.633189;256.3220369;41.42387497
5;2119.958939;259.7321233;42.52466759
5;2142.093664;260.7889449;42.64229865
5;2120.312623;251.3512488;42.9475885
5;2112.859586;254.1379341;42.49344113
5;2134.697854;260.2060084;41.54667401
5;2148.109356;254.4554629;42.39575521
5;2138.396596;259.0131868;41.30870072
5;2115.072428;256.597942;42.12744323
5;2132.013743;256.294017;41.33678967
5;2128.829902;259.5852693;41.66126941
5;2132.00703;255.9244001;41.33042392
5;2137.903568;260.2654763;42.75297702
5;2111.463192;257.4186385;42.77289774
5;2122.619067;259.9003733;42.37276861
5;2130.072989;258.1072647;42.28285831
5;2129.219699;260.8625092;41.60336528
5;2129.690474;258.4534823;41.38129114
5;2120.012837;259.3605584;42.33450243
5;2157.648871;253.879622;42.4920631
5;2158.773083;253.1970882;42.41319664
6;2699.328927;269.9805493;46.55832596
6;2688.81492;269.9524834;47.55487716
6;2697.106587;272.7870662;47.90276781
6;2701.327918;276.2058725;47.99243004
6;2675.183377;276.8794159;47.12588789
6;2699.241865;278.612438;47.18549258
6;2666.363596;269.1249591;46.94567417
6;2691.199565;270.2480418;46.62692814
6;2674.450515;278.2100152;47.93286252
6;2675.315879;273.1355925;46.24199503
6;2664.312277;274.4753865;46.63316407
6;2675.96855;269.5045629;46.19383164
6;2668.292008;273.7018844;47.633352
6;2707.520014;275.4123037;46.05016226
6;2672.931092;273.4681526;47.23970053
6;2668.416163;278.1814208;46.51975982
6;2678.849239;278.6854699;47.32276265
6;2682.985103;271.7628209;45.89401303
6;2687.955359;274.6591801;47.99074341
6;2689.712454;274.8537394;46.15017687
6;2682.083286;269.0610943;46.64247687
6;2701.606505;275.2872184;46.65302476
6;2685.963151;272.9831499;46.1638604
6;2706.871603;272.0414967;46.6938881
6;2714.059939;273.1154355;47.98297417
6;2679.694233;271.5490947;46.14208107
6;2683.300033;274.2283157;46.55178323
6;2684.697645;275.7773219;47.87587694
6;2687.558116;269.1591473;45.15947445
6;2682.915099;276.7906063;46.38621579
6;2670.339432;269.1428476;47.95955528
6;2681.400933;274.9995933;46.89870903
6;2693.559033;269.444069;46.68918278
6;2652.702262;273.3445291;47.01689313
6;2685.635123;276.4052771;47.46198838
6;2667.773524;270.2402808;46.85573685
6;2670.29373;271.1459355;46.99600286
6;2672.462852;271.7939945;47.37962671
6;2708.244695;274.6190917;47.64244927
6;2677.823691;278.5030916;46.25802867
6;2696.483983;269.5885197;47.27799598
6;2683.558017;278.5414937;46.59707805
6;2694.523705;272.3356434;47.77396588
6;2684.125621;277.4118701;46.40911993
6;2693.538108;275.8049191;47.24768483
6;2702.890616;278.2955171;47.87517457
6;2680.897394;273.1970894;47.61484783
6;2694.025915;275.8552782;47.11688595
6;2685.67061;271.0865281;46.89686785
6;2697.227492;278.3804341;46.12226491
6;2674.596638;279.5356017;46.44753155
6;2691.645897;276.2040602;47.7491273
6;2680.985841;272.478142;47.4419702
6;2697.426173;278.9163312;46.77684352
6;2669.01313;270.6953194;46.45962279
6;2665.646071;276.6580298;46.87182047
6;2683.495299;278.5188583;47.58669774
6;2665.481409;273.8926649;46.26046165
6;2688.299177;270.9518922;46.05775119
6;2691.027741;272.3184403;47.16042436
6;2683.346635;279.9181023;47.14393773
6;2696.241964;279.9918387;47.03553193
6;2676.556542;278.9220175;46.88617053
6;2683.735859;277.9023817;47.9319553
6;2718.810026;275.4012411;47.81851563
6;2660.14426;272.9498658;47.49950458
6;2660.038459;274.2186653;47.33646024
6;2679.858609;273.9655437;47.07664386
6;2704.816364;277.7603453;47.34763483
6;2704.992406;270.7559971;47.17505349
6;2677.132023;278.9400537;47.41875367
6;2682.408434;277.6658734;47.93980348
6;2713.259648;278.3284606;47.91742904
6;2709.461793;276.454769;46.78137798
6;2678.848224;272.061865;47.56629838
6;2698.468057;275.0595157;47.25465999
6;2697.704099;275.7921226;47.67726403
6;2690.048915;276.0331219;46.67025066
6;2706.228981;273.1368212;46.66589687
6;2697.405499;272.881183;47.62941218
6;2714.128712;271.3103385;46.21308818
6;2687.971098;270.8312028;47.69996803
6;2678.637201;277.4688051;47.93150306
6;2697.186642;276.3361296;46.4174537
6;2691.014812;274.9867259;47.38017105
6;2700.21573;276.950791;47.46301997
6;2685.368868;269.9266533;47.33904248
6;2700.906244;272.6987492;47.17837002
6;2692.152922;271.7372806;46.51756139
6;2669.577052;276.3565063;47.17913227
6;2676.948046;273.4935784;47.75214283
6;2700.750646;270.2478849;47.3896379
6;2667.239555;270.0907325;47.06087271
6;2709.833173;277.6416341;47.21344871
6;2679.054235;277.0886044;46.56179941
6;2709.880423;272.884543;46.65520896
6;2701.972165;270.0327539;46.25907268
6;2693.480138;272.3769703;47.16194653
6;2717.750679;275.4305834;47.37456781
6;2682.950133;272.8338637;47.66180126
6;2696.252403;275.0939462;45.12476911
6;2692.216006;276.58153;47.96302427
6;2688.40172;275.7784137;47.8830176
6;2674.98836;276.8047928;46.69038156
6;2681.0232;274.8375218;47.09966564
6;2680.39787;273.379697;47.06529372
6;2691.381256;272.6418698;47.35182352
6;2672.92636;278.4726921;47.81898492
6;2667.732892;277.0039055;46.42659668
6;2691.394666;278.1557281;46.93916466
6;2686.634555;272.2747482;47.58691775
6;2693.572719;277.3306448;47.56411021
6;2688.544374;272.7545141;47.91649748
6;2672.312461;272.269482;46.0644465
6;2686.008795;269.3708453;47.326449
6;2689.985089;278.3160941;46.23281087
6;2674.45133;269.1992731;46.66043975
6;2708.716704;274.2143666;46.18429547
6;2686.902676;269.7106319;47.54937658
6;2679.359013;278.0362996;47.77994065
6;2689.933372;273.9593549;46.55969338
6;2691.329842;272.5517904;47.50026796
6;2671.734653;269.3061963;46.7889326
6;2702.583577;278.717644;46.44533177
6;2695.843821;273.8086225;46.4010267
6;2699.831018;270.9267375;46.00243736
6;2676.08551;272.3411968;47.9644491
6;2678.162714;273.0503702;46.57107224
6;2676.268401;275.7075556;46.2041182
6;2671.453559;273.256745;47.21864537
6;2700.712724;271.5096541;47.28323654
6;2684.618904;274.3623086;45.39181147
6;2697.160512;269.1618449;46.80550261
6;2672.924183;277.1084002;47.46100655
6;2660.533921;276.3734883;46.97560029
6;2688.165329;276.7336869;47.36611315
6;2700.306028;278.9629838;46.63196413
6;2687.76208;275.9903607;46.5445522
6;2670.676264;278.2810821;46.04554357
6;2698.4488;277.0808975;46.80931034
6;2671.965683;275.8036217;47.18686247
6;2673.41298;270.8751138;45.01855995
6;2690.583708;274.119238;46.87638257
6;2694.444592;277.8313504;46.3716057
6;2682.545801;272.6590204;46.0212561
6;2658.424514;277.6390068;46.4223767
6;2681.442548;276.1907753;46.18174954
6;2706.694149;276.0374706;47.66905362
6;2686.480194;272.2867543;47.29690456
6;2672.840048;273.8173985;46.0889954
6;2665.249627;273.2313822;47.53792209
6;2695.439423;278.4150402;46.51741867
6;2682.136847;275.7089434;47.52405717
6;2695.791537;269.4604912;46.882947
6;2683.590628;270.2077989;47.6991176
6;2670.167299;276.2399439;46.36331424
6;2700.570164;278.9123682;47.58775998
6;2664.170699;271.5437775;45.97936072
6;2711.981251;276.9189128;47.02200846
6;2686.17516;270.9179423;47.83220396
6;2708.037243;269.819239;46.95213774
6;2668.569126;269.9247464;47.95333882
6;2693.007469;278.6708567;47.01175059
6;2684.140176;273.4530625;46.91655828
6;2688.67887;274.4298896;47.27021364
6;2692.828334;273.0141044;47.59225607
6;2711.684121;271.5278968;45.62556862
6;2693.027425;277.2171475;46.16396067
6;2660.194528;269.7976477;46.11208543
6;2687.334339;272.317849;46.06701175
6;2717.885322;269.5873307;46.62294415
6;2707.444114;274.1364114;46.13239295
6;2692.145128;272.413269;46.24938605
6;2660.194006;272.215018;46.91526788
6;2699.186824;269.0429085;45.44266126
6;2675.205962;274.4553917;47.25519015
6;2682.661987;272.2584641;46.74098855
6;2651.62611;273.9900836;47.19217297
6;2676.450268;275.579802;47.54395515
6;2702.158617;273.3700314;46.36931375
6;2650.946023;272.6547334;45.45417804
6;2683.092284;271.928512;46.23123663
6;2656.358641;271.4850706;45.8297124
6;2690.634853;270.6912101;46.3959218
6;2686.747561;278.1663916;46.1436396
6;2684.91039;275.3840228;47.11262842
6;2675.274673;277.7011283;46.84842954
6;2655.403063;273.287201;46.38452383
6;2696.941275;273.9707324;47.7394192
6;2665.050272;272.1885263;46.31623275
6;2696.395585;270.3250086;46.76121518
6;2655.421664;276.6941332;46.28712352
6;2668.227701;277.7671486;46.16490391
6;2679.68428;272.2565644;46.4239486
6;2658.593866;273.3400445;47.90047336
6;2689.337212;270.630873;47.84285858
6;2667.911353;271.847811;45.9773779
6;2704.136078;277.2842878;47.02224575
6;2668.616903;278.7567673;47.86299319
6;2670.631895;270.3725904;46.31034017
6;2685.887977;272.4900893;45.60661654
6;2683.647141;277.094055;47.10837732
6;2688.274123;270.0647969;47.45989711
6;2668.65234;276.0457483;47.89188948
6;2703.84084;277.0296753;47.27668226
6;2670.373298;276.6016061;47.9443282
6;2680.183435;277.4063071;47.48429551
6;2702.024733;270.2484645;47.01287952
6;2671.716096;276.8226045;47.43837736
6;2703.506441;277.5227795;47.68484834
6;2687.543818;279.2861235;45.24795503
6;2711.853583;278.5215228;46.40982681
6;2699.2105;277.4094776;46.70248866
6;2692.892345;278.5021397;45.88703892
6;2671.054989;271.285773;47.53638607
6;2665.358229;273.8667182;47.21366114
6;2712.991821;278.6409499;46.37386312
6;2709.622072;273.5254176;47.57572571
6;2685.461484;279.535795;46.37359731
6;2685.778059;272.2537755;47.25783394
6;2678.031017;271.5486984;46.24239125
6;2711.923386;275.254225;46.56067579
6;2699.185629;272.5827587;46.99964053
6;2683.648056;274.5954215;47.79845199
6;2660.174752;278.9408467;46.79818836
6;2676.204487;274.0728462;47.57477072
6;2670.070468;279.1380475;47.36997676
6;2679.539298;276.9763132;47.8105504
6;2683.939675;275.0089332;46.69805035
6;2693.897431;279.5412484;46.09818115
6;2683.859371;278.3194607;46.09026657
6;2698.415975;278.4220958;46.40899096
6;2688.016414;277.2036362;46.36131728
6;2698.334951;270.4580615;47.96449139
6;2677.554914;278.7077827;46.67443053
6;2699.272928;278.5440679;47.38479268
6;2697.682037;271.7020752;46.86458473
6;2683.219109;271.098102;46.11873744
6;2687.090315;273.8553218;47.88209007
6;2682.248785;270.0930999;47.27381626
6;2689.22607;279.3931128;47.37993468
6;2702.958545;277.0944928;47.65626167
6;2700.877421;272.2050171;47.83809332
6;2692.141833;271.6764133;46.51845374
6;2674.754378;270.1593934;47.3323509
6;2707.482347;276.39434;46.16938592
6;2712.243358;277.8795274;47.5663462
6;2710.13283;273.096086;46.45100985
6;2690.371837;278.4491569;47.03708844
6;2679.25636;274.2123334;47.92323555
6;2692.854939;277.5983592;46.99551933
6;2686.286812;271.1634513;46.44155184
6;2695.151116;276.023726;47.52259612
6;2673.013733;271.4894031;47.84857034
6;2677.853965;273.0791451;46.40805176
6;2698.892032;272.5037135;47.73401171
6;2707.636458;275.7177709;46.54869074
6;2703.195387;273.9905912;46.41808461
6;2685.38032;276.0882733;46.02242088
6;2690.378905;275.9886241;46.53504983
6;2678.583663;274.8619127;46.19930105
6;2679.176203;271.677197;47.51007907
6;2681.167258;272.2210048;47.73362145
6;2668.289327;276.1422994;47.18669467
6;2676.41133;273.8538051;46.24122835
6;2714.473671;271.118053;46.69877711
6;2701.249789;270.4396472;46.63723452
6;2673.736062;277.2404007;47.33729092
6;2717.074542;272.3079969;47.06759681
6;2658.727598;273.585188;46.9867342
6;2679.779865;277.1251536;46.08617266
6;2667.933072;277.3517324;46.31531233
6;2687.140845;273.7551322;47.46434348
6;2685.168975;270.8378451;46.0189488
6;2695.948924;272.8157817;47.23063111
6;2681.186225;272.1416002;46.86239424
6;2685.135804;275.6747179;47.25523405
6;2652.744294;273.1697559;46.62916881
6;2699.85319;277.2483339;46.61391341
6;2669.105734;277.7459609;46.72030947
6;2690.033857;274.0975334;47.13305487
6;2669.212359;271.9408269;46.70746958
6;2687.492899;278.3898779;47.87174095
6;2691.312749;278.9147408;47.38012951
6;2706.279038;278.5259114;47.23181804
6;2698.183659;270.2632293;46.95203832
6;2674.101856;271.4903846;46.20222078
6;2694.941477;275.4145619;46.80534095
6;2687.110706;275.011433;46.71833779
6;2664.438616;272.4231474;47.53426036
6;2673.010177;276.9022;46.11298141
6;2681.087087;271.4294737;46.31888035
6;2655.516046;276.9874279;46.89795908
6;2672.919362;278.0844133;47.75459674
6;2686.397273;272.4969116;46.20668143
6;2678.014141;278.3052463;47.87437792
6;2688.484909;271.5741936;46.03984001
6;2674.619688;273.2123795;46.04371225
6;2683.662824;275.1386445;45.96908286
6;2692.470793;275.3635011;47.89206876
7;1856.877142;298.1729263;39.36346759
7;1869.918726;300.6629881;40.25425353
7;1898.014337;292.6551703;39.78849702
7;1892.238335;296.9952773;39.19161114
7;1871.303834;297.071359;39.48134331
7;1877.9541;293.5315926;40.3966773
7;1885.679874;292.7852622;40.8049115
7;1887.122375;292.5160269;39.22296618
7;1862.24722;296.5539577;39.52528138
7;1875.559041;301.6627242;40.42617302
7;1885.433899;300.8603914;39.6641953
7;1872.135739;293.7783424;39.1049038
7;1870.309294;295.2958218;39.6464192
7;1886.175979;296.0096724;39.18089419
7;1867.87838;297.6445283;40.80767821
7;1878.217198;299.9474081;40.66827322
7;1888.68666;293.4099473;39.25637127
7;1893.271112;300.516767;40.0743216
7;1867.164154;293.0949738;40.4758679
7;1859.417388;292.5844036;39.08695566
7;1861.978932;293.6890515;39.61172619
7;1870.714267;298.4370408;39.04272137
7;1882.094085;295.729823;40.13202343
7;1858.587454;294.5568973;40.21208722
7;1896.60394;296.0288304;39.84260144
7;1856.103402;300.2295661;39.31165759
7;1867.458001;295.0312767;40.02825382
7;1878.608117;300.0994353;40.76423555
7;1876.315182;298.1406853;39.9597347
7;1884.761337;298.7309817;39.31265858
7;1857.180801;301.6800053;40.36429843
7;1885.506916;292.1522784;39.99789655
7;1879.855975;292.4395448;40.60973659
7;1889.691768;293.6392076;40.97854306
7;1892.940445;294.4685505;40.9956198
7;1881.535629;292.822708;40.00537245
7;1878.335304;298.5857357;40.14363709
7;1891.905227;301.8443873;40.34917309
7;1885.429589;294.6603078;40.55246548
7;1884.219599;298.2798652;39.69811412
7;1882.4558;296.2539379;40.67733116
7;1870.656486;295.503371;40.23428502
7;1890.618453;296.9066242;41.1385643
7;1867.914876;301.6404124;40.38769991
7;1876.796168;298.8438056;40.47787914
7;1886.108036;293.9746735;39.24607477
7;1886.774729;295.9522622;40.45284724
7;1878.10916;301.775552;39.15619125
7;1880.021167;301.1175907;39.69236482
7;1893.9899;293.1830961;40.25823752
7;1891.634939;301.8826529;40.10517457
7;1888.436338;296.0387895;40.91416558
7;1869.320031;298.9227847;40.23163125
7;1884.802517;297.080337;39.41206221
7;1901.21279;294.3919119;39.23555643
7;1863.012265;298.5951327;39.25485405
7;1872.152157;294.9905877;40.26834429
7;1887.629339;298.6182449;39.33043033
7;1870.92383;295.8957686;40.04994536
7;1903.141796;291.7173358;39.26332243
7;1880.003364;299.6954179;39.12152718
7;1881.105187;291.4580115;40.02223029
7;1882.102211;296.2635254;39.19316788
7;1898.16273;298.5132738;39.1489506
7;1874.420319;291.0249246;39.67551672
7;1903.212361;297.3409166;40.26133139
7;1900.414998;295.6230416;40.4106251
7;1868.03421;293.3514254;40.47594039
7;1873.746889;296.9487964;39.19979985
7;1887.901273;298.4152099;40.8986591
7;1885.01118;293.7571642;40.61150707
7;1889.030943;293.2559534;39.93682519
7;1867.55489;292.8983644;40.38586464
7;1869.749494;293.5577862;40.05547874
7;1895.906225;297.2758881;39.77684491
7;1906.909681;292.0331788;40.16364173
7;1896.970517;299.8754459;40.33329675
7;1909.206349;297.0711886;40.67443654
7;1882.042075;296.7212472;40.28169395
7;1870.619794;300.3686746;39.06519195
7;1892.110068;296.9118485;39.53050012
7;1873.562167;301.539596;39.48708286
7;1872.850098;297.609041;40.69971649
7;1863.312444;301.1123734;40.90210218
7;1899.193347;295.1708247;39.48214016
7;1872.808917;300.5564673;39.05721944
7;1865.249714;300.58597;40.00166545
7;1894.994013;297.2753486;39.80374102
7;1886.021396;295.7089911;39.52581114
7;1891.414805;292.6198406;39.2396041
7;1908.25288;294.9493509;39.92878823
7;1875.972453;299.0380894;40.15398493
7;1869.258068;294.5518051;40.11800081
7;1885.251005;297.3365438;39.37665572
7;1883.298802;296.329243;40.80438333
7;1884.720577;292.3426965;39.55867555
7;1871.266367;298.7381625;39.84423866
7;1862.301681;298.3991988;39.93540785
7;1880.74655;294.4633943;39.77340818
7;1868.763649;301.9189003;40.68997956
7;1894.021733;297.2741227;39.33280055
7;1873.221057;297.8215154;40.85128737
7;1873.623705;293.6688491;40.02349216
7;1891.373021;294.4507407;39.62311694
7;1878.686012;294.8253097;40.29917569
7;1889.663883;301.4766713;39.78055837
7;1885.560713;297.6543364;40.73695086
7;1870.784042;292.9963765;40.00104199
7;1894.955016;299.9764038;40.47783091
7;1858.749888;301.7252147;39.10084557
7;1868.92488;296.0604489;40.97826488
7;1885.07452;298.3534583;40.38802001
7;1890.165388;301.419052;39.78343453
7;1909.068285;294.9238823;40.34934687
7;1897.122548;299.3053549;40.24054151
7;1881.668413;295.2061287;40.70984174
7;1870.478649;295.2429864;40.08897574
7;1878.981035;293.3074714;39.86180172
7;1871.514073;297.7441925;40.17625532
7;1901.076981;292.5996484;40.77946922
7;1875.258532;296.799459;40.63050031
7;1876.133254;297.3213554;39.72782171
7;1887.359449;296.6755954;40.4739554
7;1889.785033;294.8575427;39.48779729
7;1885.178862;294.5091473;40.92531096
7;1873.894352;293.3754302;40.57692875
7;1881.621794;297.5742609;39.17730983
7;1891.3802;292.5989569;39.50223183
7;1883.953272;301.0124449;39.05265273
7;1873.558131;292.2495293;40.03860396
7;1866.699428;292.9346842;39.09669821
7;1886.095561;297.3658552;39.55504125
7;1880.590288;296.7513307;39.56200544
7;1894.678513;294.4652514;39.39725427
7;1873.270343;296.3762114;39.45101705
7;1861.206075;293.8956926;40.23445527
7;1884.681577;297.934748;40.18063772
7;1874.209042;296.2241756;39.01165298
7;1871.484009;296.1372318;39.91083549
7;1866.172426;296.7338324;39.06117549
7;1881.163523;293.1939394;40.60454412
7;1875.376277;291.2167269;39.81294613
7;1886.802344;296.2843269;39.24641087
7;1892.966924;299.4365805;40.7976235
7;1866.078755;298.6176763;40.45227214
